Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon;Lat;Lon
510453;Reisezentrum Eilenburg;;;Bahnhofstraße 21;4838;Eilenburg;;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;;;;;;;51452243;12636773;51.452243;12.636773
500884;Reisezentrum Eisenach;;;Bahnhofstraße 35;99817;Eisenach;;Reisezentrum;06:30-17:30;;;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;09:00-14:30;;;11:00-17:30;;;50976001;10331886;50.976001;10.331886
501569;Reisezentrum Erfurt Hbf;;;Willy-Brandt-Platz 12;99084;Erfurt;;Reisezentrum;06:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:30-18:00;;;09:30-19:00;;;50972981;11037279;50.972981;11.037279
507764;Reisezentrum Leipzig Flughafen;;;Zentralterminal - Am Flughafenbahnhof 1;4435;Leipzig/Halle Flughafen;;Reisezentrum;07:30-11:00;11:30-15:00;15:15-17:10;07:30-11:00;11:30-15:00;15:15-17:10;07:30-11:00;11:30-15:00;15:15-17:10;07:30-11:00;11:30-15:00;15:15-17:10;07:30-11:00;11:30-15:00;15:15-17:10;08:15-11:00;11:30-14:00;;14:15-19:00;;;51423185;12223262;51.423185;12.223262
501163;Reisezentrum Frankfurt (Oder);;;Bahnhofsplatz 11/12;15230;Frankfurt (Oder);;Reisezentrum;06:30-19:30;;;06:30-19:30;;;08:00-18:00;;;08:00-18:00;;;06:30-19:30;;;07:15-12:45;;;13:30-19:00;;;52338011;14547306;52.338011;14.547306
501478;Reisezentrum Freiberg (Sachsen);;;Am Bahnhof 17;9599;Freiberg (Sachs);;Reisezentrum;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;08:30-13:00;14:00-17:30;;;;;;;;50909077;13343893;50.909077;13.343893
500892;Reisezentrum Gera Hbf;;;Bahnhofsplatz 3;7545;Gera;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-13:00;;;10:00-15:00;;;50882855;12078517;50.882855;12.078517
501528;Reisezentrum Görlitz;;;Bahnhofstraße 76;2826;Görlitz;;Reisezentrum;08:00-17:00;;;08:00-17:00;;;08:00-13:00;13:45-17:00;;08:00-17:00;;;08:00-17:00;;;08:00-13:00;;;;;;51147632;14978824;51.147632;14.978824
501544;Reisezentrum Gotha;;;Bahnhofstraße 22 B;99867;Gotha;;Reisezentrum;06:00-18:00;;;06:45-12:00;12:45-17:00;;06:45-12:00;12:45-17:00;;06:45-12:00;12:45-17:00;;06:00-18:00;;;;;;09:00-12:30;13:00-17:00;;50939833;10711951;50.939833;10.711951
501213;Reisezentrum Greifswald;;;Bahnhofstraße 43;17489;Greifswald;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-14:40;;;09:00-14:40;;;54093128;13371067;54.093128;13.371067
501312;Reisezentrum Güstrow;;;Bahnhofsplatz 3;18273;Güstrow;;Reisezentrum;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;07:15-12:15;13:00-17:30;;08:10-12:15;12:45-15:50;;08:10-12:15;12:45-15:50;;53800412;12171601;53.800412;12.171601
501361;Reisezentrum Halberstadt;;;Bahnhofstraße 7;38820;Halberstadt;;Reisezentrum;06:45-12:10;12:40-18:15;;07:45-12:10;12:40-18:15;;07:45-12:00;12:45-18:00;;07:45-12:00;12:45-18:00;;07:45-12:10;12:40-18:15;;07:45-10:10;10:40-14:15;;10:45-14:10;14:40-17:15;;51898852;11072319;51.898852;11.072319
501353;Reisezentrum Halle (Saale) Hbf;;;Bahnhofsplatz 1;6112;Halle (Saale);;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;07:00-20:00;;;08:00-20:00;;;51478363;11986477;51.478363;11.986477
501601;Reisezentrum Jena Paradies;;;Knebelstraße 1;7743;Jena;;Reisezentrum;06:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-16:00;;;;;;50924178;11584021;50.924178;11.584021
501593;Reisezentrum Jena West;;;Westbahnhofstraße 13;7745;Jena;;Reisezentrum;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;07:15-12:45;13:30-17:00;;;;;12:00-17:00;;;50925752;11582016;50.925752;11.582016
501379;Reisezentrum Köthen Pbf;;;Bahnhofsplatz 8;6366;Köthen;;Reisezentrum;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:00-12:30;13:15-17:15;;07:30-11:00;11:30-15:00;;09:30-14:00;14:30-18:00;;51751977;11988302;51.751977;11.988302
501536;Reisezentrum Leinefelde;;;Conrad-Hentrich-Platz 1;37327;Leinefelde;;Reisezentrum;06:30-11:45;12:30-16:30;;06:30-11:45;12:30-16:30;;07:30-11:45;12:30-16:30;;07:30-11:45;12:30-16:30;;06:30-11:45;12:30-16:30;;;;;11:15-13:45;14:15-18:30;;51388372;10329037;51.388372;10.329037
500934;Reisezentrum Leipzig Hbf;;;Willy-Brandt-Platz 5;4109;Leipzig;;Reisezentrum;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;08:00-20:00;;;51344481;12380773;51.344481;12.380773
510479;Reisezentrum Leipzig Markt;;;Markt 1a;4109;Leipzig;;Reisezentrum;05:30-20:00;;;05:30-20:00;;;05:30-20:00;;;05:30-20:00;;;05:30-20:00;;;08:00-20:00;;;08:00-20:00;;;51340298;12375080;51.340298;12.37508
501304;Reisezentrum Ludwigslust;;;Rudolph-Tarnow-Str. 1-3;19288;Ludwigslust;;Reisezentrum;07:00-18:40;;;07:00-18:40;;;07:00-18:40;;;07:00-18:40;;;07:00-18:40;;;08:30-11:00;11:30-15:30;;13:00-15:00;15:30-19:30;;53335301;11491000;53.335301;11.491
501395;Reisezentrum Lutherstadt Wittenberg;;;Am Hauptbahnhof 1;6886;Lutherstadt Wittenberg;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:00-11:30;12:00-15:00;;09:30-13:30;14:00-17:30;;51868000;12661700;51.868;12.6617
500967;Reisezentrum Magdeburg Hbf;;;Bahnhofstraße 69;39104;Magdeburg;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;07:00-19:00;;;08:00-20:00;;;52129515;11628400;52.129515;11.6284
501429;Reisezentrum Merseburg;;;Bahnhofsplatz 1;6217;Merseburg;;Reisezentrum;06:50-12:00;12:45-17:05;;06:50-12:00;12:45-17:05;;06:50-12:00;12:45-17:05;;06:50-12:00;12:45-17:05;;06:50-12:00;12:45-17:05;;06:50-11:30;12:00-15:10;;09:50-13:00;13:30-18:00;;51355814;11991043;51.355814;11.991043
501627;Reisezentrum Mühlhausen (Thür);;;Bahnhofsplatz 6;99974;Mühlhausen (Thür);;Reisezentrum;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;06:30-11:00;11:45-16:15;;07:30-12:00;12:30-16:15;;08:30-12:00;12:30-16:15;;51208525;10473538;51.208525;10.473538
501411;Reisezentrum Naumburg (Saale) Hbf;;;Bahnhofstraße 46;6618;Naumburg (Saale);;Reisezentrum;07:15-11:45;12:30-17:35;;07:15-11:45;12:30-17:35;;07:15-11:45;12:30-17:35;;07:15-11:45;12:30-17:35;;07:15-11:45;12:30-17:35;;07:30-11:30;12:00-15:30;;10:15-13:30;14:00-18:20;;51161871;11796912;51.161871;11.796912
501247;Reisezentrum Neubrandenburg;;;Am Bahnhof 6, Haus 5;17033;Neubrandenburg;;Reisezentrum;06:00-10:30;11:00-15:30;16:00-21:00;06:00-10:30;11:00-15:30;16:00-21:00;06:00-10:30;11:00-15:30;16:00-21:00;06:00-10:30;11:00-15:30;16:00-21:00;06:00-10:30;11:00-15:30;16:00-21:00;06:45-15:30;16:00-19:45;;06:45-15:30;16:00-19:45;;53561290;13261695;53.56129;13.261695
501619;Reisezentrum Nordhausen;;;Bahnhofsvorplatz 6;99734;Nordhausen;;Reisezentrum;06:30-19:00;;;07:45-12:30;13:15-17:15;;07:45-12:30;13:15-17:15;;07:45-12:30;13:15-17:15;;06:30-19:00;;;;;;09:30-13:00;13:45-19:00;;51493636;10789051;51.493636;10.789051
510511;Reisezentrum Oschatz;;;Pavillion am Bahnhof;4758;Oschatz;;Reisezentrum;08:50-12:30;13:00-16:20;;08:50-12:30;13:00-16:20;;08:50-12:30;13:00-16:20;;08:50-12:30;13:00-16:20;;08:50-12:30;13:00-16:20;;;;;;;;51311281;13106180;51.311281;13.10618
500991;Reisezentrum Potsdam;;;Friedrich-Engels Straße 101;14473;Potsdam;;Reisezentrum;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:00-19:00;;;08:30-16:00;;;08:30-16:00;;;52390760;13066249;52.39076;13.066249
507772;Reisezentrum Rathenow;;;Dunkerplatz 21;14712;Rathenow;;Reisezentrum;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;08:15-12:15;13:00-17:45;;09:00-12:15;12:45-15:45;;;;;52600298;12354540;52.600298;12.35454
501494;Reisezentrum Riesa;;;Bahnhofstraße 50;1587;Riesa;;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;07:30-12:30;;;12:30-17:30;;;51308926;13286416;51.308926;13.286416
501015;Reisezentrum Rostock Hbf;;;Konrad-Adenauer-Platz 4;18055;Rostock;;Reisezentrum;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;08:00-17:00;;;09:00-19:00;;;54078691;12132318;54.078691;12.132318
501635;Reisezentrum Saalfeld (Saale);;;Bahnhofsvorplatz;7318;Saalfeld;;Reisezentrum;06:15-18:00;;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;06:15-18:00;;;;;;08:00-12:30;13:15-18:00;;50651000;11373400;50.651;11.3734
501023;Reisezentrum Schwerin Hbf;;;Grunthalplatz 3 - 4;19053;Schwerin;;Reisezentrum;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;08:00-17:00;;;09:00-18:00;;;53634597;11408012;53.634597;11.408012
500959;Reisezentrum Stendal;;;Bahnhofstraße 34;39576;Stendal;;Reisezentrum;06:00-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-17:30;;;07:30-13:30;;;11:30-19:00;;;52595453;11854407;52.595453;11.854407
501254;Reisezentrum Stralsund;;;Tribseer Damm 75;18437;Stralsund;;Reisezentrum;06:15-21:15;;;06:15-21:15;;;06:15-21:15;;;06:15-21:15;;;06:15-21:15;;;08:15-18:15;;;08:15-18:15;;;54309166;13078729;54.309166;13.078729
501551;Reisezentrum Suhl;;;Bahnhofstraße 28;98527;Suhl;;Reisezentrum;08:45-12:30;13:00-16:30;;08:45-12:30;13:00-16:30;;08:45-12:30;13:00-16:30;;08:45-12:30;13:00-16:30;;08:45-12:30;13:00-16:30;;;;;;;;50605924;10683922;50.605924;10.683922
501643;Reisezentrum Weimar;;;Schopenhauer Straße 2;99423;Weimar;;Reisezentrum;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;09:00-14:00;;;10:00-17:30;;;50990950;11325922;50.99095;11.325922
500942;Reisezentrum Wernigerode;;;Bahnhofsplatz 1;38855;Wernigerode;;Reisezentrum;07:30-11:45;12:30-17:45;;07:30-11:45;12:30-17:45;;07:30-11:45;12:30-17:45;;07:30-11:45;12:30-17:45;;07:30-11:45;12:30-17:45;;07:55-11:45;12:15-15:25;;07:55-11:45;12:30-17:10;;51840098;10789617;51.840098;10.789617
501296;Reisezentrum Wismar;;;Bahnhofstraße 1;23966;Wismar;;Reisezentrum;06:30-18:20;;;06:30-18:20;;;06:30-18:20;;;06:30-18:20;;;06:30-18:20;;;06:30-12:00;;;12:30-18:00;;;53896875;11466900;53.896875;11.4669
501288;Reisezentrum Wittenberge;;;Am Bahnhof 1;19322;Wittenberge;;Reisezentrum;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;07:30-12:15;13:00-17:45;;;;;09:30-14:15;14:45-18:30;;53001550;11763059;53.00155;11.763059
509950;Reisezentrum Wolmirstedt;;;Bahnhofstraße 17;39326;Wolmirstedt;;Reisezentrum;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;05:45-09:00;09:30-13:45;;;;;;;;52250250;11635404;52.25025;11.635404
501486;Reisezentrum Zwickau Hbf;;;Am Bahnhof 1;8056;Zwickau;;Reisezentrum;09:00-17:30;;;09:00-17:30;;;09:00-17:30;;;09:00-17:30;;;09:00-17:30;;;08:30-12:30;;;;;;50715647;12477171;50.715647;12.477171
510263;Reisezentrum Achim;;;Bahnhofsvorplatz 1;28832;Achim;;Reisezentrum;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;;;;;;;53015766;9030536;53.015766;9.030536
500736;Reisezentrum Alfeld (Leine);;;Am Bahnhof 1;31061;Alfeld;;Reisezentrum;07:00-10:15;10:45-18:00;;07:00-10:15;10:45-18:00;;07:00-10:15;10:45-18:00;;07:00-10:15;10:45-18:00;;07:00-10:15;10:45-18:00;;;;;;;;51981680;9817812;51.98168;9.817812
500231;Reisezentrum Ahrensburg;;;Bahnhof 11;22926;Ahrensburg;;Reisezentrum;08:15-12:15;13:00-17:30;;08:15-12:15;13:00-17:30;;08:15-12:15;13:00-17:30;;08:15-12:15;13:00-17:30;;08:15-12:15;13:00-17:30;;08:15-13:45;;;;;;53669223;10234857;53.669223;10.234857
500405;Reisezentrum Bad Bentheim;;;Am Bahnhof 1;48455;Bad Bentheim;;Reisezentrum;09:15-12:15;13:15-17:30;;09:15-12:15;13:15-17:30;;09:15-12:15;13:15-17:30;;09:15-12:15;13:15-17:30;;09:15-12:15;13:15-17:30;;;;;;;;52309524;7158712;52.309524;7.158712
500256;Reisezentrum Bad Oldesloe;;;Käthe-Kollwitz-Str. 8;23843;Bad Oldesloe;;Reisezentrum;08:00-18:00;;;08:00-12:30;13:15-18:00;;08:00-18:00;;;08:00-12:30;13:15-18:00;;08:00-18:00;;;08:30-14:00;;;;;;53805400;10382500;53.8054;10.3825
500744;Reisezentrum Bad Pyrmont;;;Lügder Str. 17;31812;Bad Pyrmont;;Reisezentrum;08:30-12:00;12:30-16:00;;08:30-12:00;12:30-16:00;;08:30-12:00;12:30-16:00;;08:30-12:00;12:30-16:00;;08:30-12:00;12:30-16:00;;;;;;;;51975116;9272714;51.975116;9.272714
500140;Reisezentrum Braunschweig;;;Willy-Brandt-Platz 1;38102;Braunschweig;;Reisezentrum;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;06:00-20:00;;;08:00-18:00;;;08:00-18:00;;;52252047;10538126;52.252047;10.538126
500215;Reisezentrum Bremen Hbf;;;Bahnhofsplatz 15;28195;Bremen;;Reisezentrum;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;07:30-21:00;;;07:30-21:00;;;53082857;8810489;53.082857;8.810489
500199;Reisezentrum Bremen-Vegesack;;;Vegesacker Bahnhofsplatz;28757;Bremen;;Reisezentrum;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;09:00-13:30;;;;;;53170264;8629675;53.170264;8.629675
500181;Reisezentrum Bremerhaven Hbf;;;Friedrich-Ebert-Str. 73;27570;Bremerhaven;;Reisezentrum;07:45-19:00;;;07:45-19:00;;;07:45-19:00;;;07:45-19:00;;;07:45-19:00;;;07:45-12:30;13:15-15:45;;09:45-12:30;13:15-17:00;;53534907;8598514;53.534907;8.598514
507079;Reisezentrum Büchen;;;Quellental 17;21514;Büchen;;Reisezentrum;08:00-12:15;12:45-16:50;;08:00-12:15;12:45-15:50;;08:00-12:15;12:45-15:50;;08:00-12:15;12:45-16:50;;08:00-12:15;12:45-15:50;;;;;;;;53473396;10624575;53.473396;10.624575
500595;Reisezentrum Buchholz (Nordheide);;;Lindenstraße 2-10;21244;Buchholz in der Nordheide;;Reisezentrum;08:30-12:30;13:30-16:30;;08:30-12:30;13:30-16:30;;08:30-12:30;13:30-16:30;;08:30-12:30;13:30-16:30;;08:30-12:30;13:30-16:30;;;;;;;;53324670;9877739;53.32467;9.877739
500751;Reisezentrum Bückeburg;;;Am Bahnhof 7;31675;Bückeburg;;Reisezentrum;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;;;;;;52267293;9047939;52.267293;9.047939
500603;Reisezentrum Buxtehude;;;Am Bundesbahnhof 1;21614;Buxtehude;;Reisezentrum;06:30-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:45-13:00;;;;;;53470975;9686119;53.470975;9.686119
500066;Reisezentrum Celle;;;Bahnhofplatz 6;29221;Celle;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:00-13:30;;;10:30-16:00;;;52621288;10063639;52.621288;10.063639
500439;Reisezentrum Cloppenburg;;;Bahnhofstr. 82;49661;Cloppenburg;;Reisezentrum;08:30-12:30;13:30-17:00;;08:30-12:30;13:30-17:00;;08:30-12:30;13:30-17:00;;08:30-12:30;13:30-17:00;;08:30-12:30;13:30-17:00;;;;;;;;52844292;8054739;52.844292;8.054739
500447;Reisezentrum Cuxhaven;;;Am Bahnhof 1;27472;Cuxhaven;;Reisezentrum;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:00-12:00;13:00-18:00;;08:30-13:30;;;;;;53861296;8704632;53.861296;8.704632
500454;Reisezentrum Delmenhorst;;;Wittekindstraße 10;27749;Delmenhorst;;Reisezentrum;07:45-12:45;13:45-18:00;;07:45-12:45;13:45-18:00;;07:45-12:45;13:45-18:00;;07:45-12:45;13:45-18:00;;07:45-12:45;13:45-18:00;;08:30-13:00;;;;;;53053193;8630965;53.053193;8.630965
500462;Reisezentrum Diepholz;;;Bahnhof 2;49356;Diepholz;;Reisezentrum;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;09:00-12:30;13:30-17:00;;;;;;;;52604991;8379816;52.604991;8.379816
500090;Reisezentrum Eckernförde;;;Reeperbahn 54-58;24340;Eckernförde;;Reisezentrum;08:30-13:00;13:45-18:00;;08:30-13:00;13:45-18:00;;08:30-13:00;13:45-18:00;;08:30-13:00;13:45-18:00;;08:30-13:00;13:45-18:00;;08:30-12:00;12:30-15:15;;;;;54467627;9836050;54.467627;9.83605
500264;Reisezentrum Elmshorn;;;Holstenplatz;25335;Elmshorn;;Reisezentrum;06:15-18:45;;;06:15-18:45;;;06:15-18:45;;;06:15-18:45;;;06:15-18:45;;;08:00-13:00;;;;;;53755439;9658190;53.755439;9.65819
500421;Reisezentrum Emden Hbf;;;Bahnhofplatz 11;26721;Emden;;Reisezentrum;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-13:00;;;;;;53368787;7195720;53.368787;7.19572
500272;Reisezentrum Eutin;;;Bahnhofstr. 23-25;23701;Eutin;;Reisezentrum;07:00-12:30;13:30-17:30;;07:00-12:30;13:30-17:30;;07:00-12:30;13:30-17:30;;07:00-12:30;13:30-17:30;;07:00-12:30;13:30-17:30;;07:00-12:30;;;;;;54137049;10609015;54.137049;10.609015
500157;Reisezentrum Flensburg;;;Am Bundesbahnhof 1;24937;Flensburg;;Reisezentrum;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;07:45-15:45;;;08:00-11:15;11:45-15:30;;54774402;9437927;54.774402;9.437927
500710;Reisezentrum Goslar;;;Hildesheimer Str. 53;38640;Goslar;;Reisezentrum;07:45-12:30;13:00-17:45;;07:45-12:30;13:00-17:45;;07:45-12:30;13:00-17:45;;07:45-12:30;13:00-17:45;;07:45-12:30;13:00-17:45;;09:00-14:00;;;;;;51911994;10422551;51.911994;10.422551
500017;Reisezentrum Göttingen;;;Bahnhofplatz 1;37073;Göttingen;;Reisezentrum;06:30-20:00;;;06:30-20:00;;;06:30-20:00;;;06:30-20:00;;;06:30-20:00;;;06:30-18:00;;;08:30-20:00;;;51536650;9927255;51.53665;9.927255
500116;Reisezentrum Hamburg Dammtor;;;Theodor-Heuss-Platz;20354;Hamburg;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;07:00-20:00;;;08:00-20:00;;;53560800;9989680;53.5608;9.98968
500173;Reisezentrum Hamburg Hbf;;;Hachmannplatz 10;20099;Hamburg;;Reisezentrum;06:00-21:30;;;06:00-21:30;;;06:00-21:30;;;06:00-21:30;;;06:00-21:30;;;08:00-21:00;;;08:00-21:00;;;53553722;10008010;53.553722;10.00801
500132;Reisezentrum Hamburg-Altona;;;Paul-Nevermann-Platz 15;22765;Hamburg;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;07:00-20:00;;;08:00-20:00;;;53552295;9934459;53.552295;9.934459
500108;Reisezentrum Hamburg-Bergedorf;;;Weidenbaumsweg 14;21029;Hamburg;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;09:00-14:00;;;;;;53489151;10206024;53.489151;10.206024
500124;Reisezentrum Hamburg-Harburg;;;Hannoversche Str. 85;21079;Hamburg;;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-16:00;;;09:00-13:00;14:00-18:00;;53456008;9990332;53.456008;9.990332
500819;Reisezentrum Hameln;;;Bahnhofplatz 21;31785;Hameln;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:30-14:00;;;10:00-15:30;;;52101100;9373978;52.1011;9.373978
500314;Reisezentrum Hannover Hbf;;;Ernst-August-Platz 1;30159;Hannover;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;07:00-21:00;;;08:00-21:00;;;52376082;9740381;52.376082;9.740381
500280;Reisezentrum Heide (Holstein);;;Güterstraße 13;25746;Heide (Holst);;Reisezentrum;06:45-12:15;13:15-16:00;;06:45-12:15;13:15-16:00;;06:45-12:15;13:15-16:00;;06:45-12:15;13:15-16:00;;06:45-12:15;13:15-16:00;;;;;;;;54194328;9100823;54.194328;9.100823
500629;Reisezentrum Helmstedt;;;Bahnhofstr. 3 ;38350;Helmstedt;;Reisezentrum;06:30-18:00;;;06:30-12:00;13:00-17:00;;06:30-12:00;13:00-17:00;;06:30-12:00;13:00-17:00;;06:30-12:00;13:00-17:00;;06:30-12:00;13:00-17:00;;;;;52223740;11013152;52.22374;11.013152
500009;Reisezentrum Hildesheim Hbf;;;Bahnhofplatz 1;31134;Hildesheim;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:30-15:00;;;10:00-17:00;;;52159620;9953755;52.15962;9.953755
500298;Reisezentrum Husum;;;Poggenburgstr. 12;25813;Husum;;Reisezentrum;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-17:00;;;08:00-13:00;;;;;;54472751;9052416;54.472751;9.052416
500306;Reisezentrum Itzehoe;;;Bahnhofstr. 32;25524;Itzehoe;;Reisezentrum;08:00-17:00;;;08:00-13:00;13:30-17:00;;08:00-13:00;13:30-17:00;;08:00-13:00;13:30-17:00;;08:00-17:00;;;08:00-12:00;;;;;;53924292;9511045;53.924292;9.511045
500074;Reisezentrum Kiel Hbf;;;Sophienblatt 25-27;24103;Kiel;;Reisezentrum;05:45-20:30;;;05:45-20:30;;;05:45-20:30;;;05:45-20:30;;;05:45-20:30;;;06:45-20:00;;;06:45-20:00;;;54315060;10132508;54.31506;10.132508
500611;Reisezentrum Königslutter;;;Bahnhofplatz 1;38154;Königslutter;;Reisezentrum;08:00-12:00;13:05-16:00;;;;;08:00-12:00;13:05-16:00;;;;;08:00-12:00;13:05-16:00;;;;;;;;52256721;10812405;52.256721;10.812405
500470;Reisezentrum Leer (Ostfriesland);;;Bahnhofsring 8;26789;Leer (Ostfriesl);;Reisezentrum;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;08:00-17:30;;;08:00-13:00;;;;;;53231512;7464453;53.231512;7.464453
500827;Reisezentrum Lehrte;;;Bahnhofstr. 50;31275;Lehrte;;Reisezentrum;07:45-12:15;13:15-17:45;;07:45-12:15;13:15-17:45;;07:45-12:15;13:15-17:45;;07:45-12:15;13:15-17:45;;07:45-12:15;13:15-17:45;;07:00-12:30;;;;;;52375721;9973882;52.375721;9.973882
500322;Reisezentrum Lübeck Hbf;;;Am Bahnhof 2-4;23558;Lübeck;;Reisezentrum;05:45-20:00;;;05:45-20:00;;;05:45-20:00;;;05:45-20:00;;;05:45-20:00;;;06:30-19:30;;;08:30-19:30;;;53867142;10671223;53.867142;10.671223
500694;Reisezentrum Lüneburg;;;Bahnhofstr. 12;21337;Lüneburg;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-18:00;;;09:00-14:30;;;10:30-16:00;;;53249627;10419483;53.249627;10.419483
